epoch,lr,train_loss,train_bce,train_rtfm,train_cls,train_bnd,train_smooth,val_auc,val_ap,val_macro_f1,val_weighted_f1
21,5.0499999999999994e-05,0.42423655092716217,0.01233042057720013,2.895049810409546,0.24204685539007187,0.002466287296556402,0.00637822500175389,0.9693965517241379,0.8948235197495977,0.39334381551362685,0.8101379031792741
22,4.6616274761471674e-05,0.40961435064673424,0.010713205600040965,2.795403003692627,0.23638030141592026,0.0020723180432469235,0.005489926912218834,0.969396551724138,0.8998293757562954,0.39791666666666664,0.8073394495412844
23,4.275649398050858e-05,0.403359929099679,0.010778917858260684,2.7205032110214233,0.23892773129045963,0.0018750628169073025,0.005042980494181393,0.9702586206896552,0.9005676700290726,0.430452077621889,0.8240718794985715
24,3.894445448913268e-05,0.39000519923865795,0.010272409213939682,2.6541770696640015,0.2267063381150365,0.001669383444095729,0.004610911964846309,0.9702586206896552,0.896453937421692,0.39651503902922497,0.8142566946102119
25,3.52036587784401e-05,0.3880998473614454,0.010543207288719714,2.5906749963760376,0.23509253421798348,0.0016377232623199234,0.0045154087106311636,0.9702586206896552,0.896453937421692,0.3836313709731431,0.8070500448853717
26,3.155717009792805e-05,0.37689815275371075,0.01107575155037921,2.5395193099975586,0.2220549792982638,0.0014186493381203036,0.004173774536013752,0.9711206896551725,0.8924563511675135,0.40109168843346055,0.8118556368469271
27,2.802747026289243e-05,0.3710505496710539,0.010396345154731534,2.488627791404724,0.22181599400937557,0.0015321837345254607,0.004237661336446763,0.9719827586206897,0.8936468273579897,0.38937556154537284,0.8129775711565568
28,2.463632104656053e-05,0.3614600617438555,0.010107988258823752,2.458374261856079,0.20874201133847237,0.0018890997707785573,0.005769081881226157,0.9719827586206897,0.9009128372102064,0.38937556154537284,0.8129775711565568
29,2.1404630011522583e-05,0.35274066030979156,0.010207047642325051,2.4170068502426147,0.20005661295726895,0.001388696551657631,0.0038801640785948166,0.9724137931034483,0.8969401482300213,0.37093295827473044,0.7996232209447863
30,1.835232160765591e-05,0.3502231575548649,0.009832346710027196,2.3769867420196533,0.20397061575204134,0.0011605446934481733,0.00358665597008212,0.9741379310344828,0.8994464138941817,0.3836313709731431,0.8070500448853717
31,1.5498214331265897e-05,0.3453067447990179,0.009612837500753812,2.3526856899261475,0.19947712402790785,0.001141731710958993,0.003442538831222919,0.9737068965517242,0.8980153112636787,0.3836313709731431,0.8070500448853717
32,1.2859904702798466e-05,0.34024769626557827,0.009925125021254644,2.3402878046035767,0.19080074643716216,0.0014380246557266219,0.004620053180588002,0.9737068965517242,0.8980153112636787,0.42331391065568275,0.8087975328713918
33,1.0453658778440104e-05,0.3360079247504473,0.00984402434551157,2.324918270111084,0.18510525533929467,0.0017426334306946956,0.005966546209037915,0.9732758620689654,0.8965225511502289,0.4367449240866963,0.8164259900411335
34,8.294311864472434e-06,0.33722325041890144,0.009975895431125537,2.307169556617737,0.191071389708668,0.0015859254526731092,0.005189287925531971,0.9737068965517242,0.8980153112636787,0.4251047124464846,0.809494287696587
35,6.395177052675792e-06,0.33574398048222065,0.009627678926335648,2.3035515546798706,0.189740726724267,0.0015026605251478031,0.004399766934511717,0.9741379310344828,0.8994464138941817,0.42331391065568275,0.8087975328713918
36,4.767963140691305e-06,0.3345613833516836,0.009429503625142388,2.2879650592803955,0.19099429436028004,0.0013390897111094091,0.004364842874394981,0.9741379310344828,0.8994464138941817,0.37093295827473044,0.7996232209447863
37,3.4227024433898994e-06,0.32945127226412296,0.009401825780514628,2.2776328325271606,0.1831551045179367,0.0011648915160549222,0.0035913707770305336,0.9741379310344828,0.8994464138941817,0.42331391065568275,0.8087975328713918
38,2.36768894031501e-06,0.3302580192685127,0.009363132805447094,2.2857104539871216,0.18301094602793455,0.0013431976785795996,0.004154030499307737,0.9741379310344828,0.8994464138941817,0.37093295827473044,0.7996232209447863
39,1.6094271405406857e-06,0.3326157536357641,0.009759120148373768,2.2807605266571045,0.18768076924607158,0.0014849568669887958,0.004947053956925629,0.9741379310344828,0.8994464138941817,0.42331391065568275,0.8087975328713918
40,1.1525919802101657e-06,0.333449887111783,0.009727561686304398,2.2772724628448486,0.19033207884058356,0.0013597316519735614,0.004211145977478736,0.9741379310344828,0.8994464138941817,0.37093295827473044,0.7996232209447863
