epoch,train_loss,train_bce_loss,train_rtfm_loss,train_cls_loss,train_bnd_loss,train_smooth_loss,val_auc,val_ap,val_macro_f1,val_weighted_f1
11,0.49891809187829494,0.05411891534458846,3.103510618209839,0.2388983299024403,0.027223668643273413,0.06831852160394192,0.9284482758620688,0.9075462451237106,0.6206435472739821,0.8515015100575531
12,0.4504634141921997,0.027604221482761204,2.880659580230713,0.2416448136791587,0.02418168494477868,0.06716320011764765,0.9275862068965517,0.9073666613795008,0.6722151658354658,0.8580558622494295
13,0.4141916651278734,0.023601550434250385,2.7619799375534058,0.202892336063087,0.021495460474397987,0.06497314665466547,0.9271551724137931,0.9104847460351062,0.6406832298136645,0.8667701863354037
14,0.4244256727397442,0.033023497817339376,2.5713125467300415,0.24541839212179184,0.01871785818366334,0.05946361133828759,0.927155172413793,0.9114131196050224,0.6656832298136646,0.8768619294546699
15,0.39902092702686787,0.03700368772842921,2.454074740409851,0.2077790624462068,0.018760536797344685,0.07092068041674793,0.9262931034482759,0.8971751416024458,0.6406832298136645,0.8667701863354037
16,0.43461979553103447,0.08494750800309703,2.3244963884353638,0.21288088290020823,0.014841927797533572,0.06329627335071564,0.9318965517241378,0.8995211738720681,0.619026284348865,0.8579444937687021
17,0.4272308759391308,0.09130773018114269,2.185560941696167,0.21437989082187414,0.013148821191862226,0.06232455372810364,0.9318965517241378,0.90749977585235,0.625,0.8562691131498471
18,0.3490998949855566,0.03430416219634935,2.0116547346115112,0.20737344212830067,0.011144025105750188,0.06600319035351276,0.9349137931034482,0.9083681304375093,0.6341154652475408,0.8577373581354887
19,0.2855448443442583,0.021495135195436887,1.8451162576675415,0.14062016177922487,0.00978434196440503,0.06292698136530817,0.9288793103448275,0.8949406557918396,0.6869860180359063,0.8721564528726367
20,0.26446133106946945,0.01735075750912074,1.7113968133926392,0.1339226507116109,0.008694775664480403,0.06401127600111067,0.9232758620689656,0.884735676267272,0.6235394781094822,0.8591217402715213
21,0.29146760515868664,0.03994048222375568,1.6184855699539185,0.16087197535671294,0.008339729014551267,0.0674065810162574,0.9258620689655173,0.8842087465544193,0.6148456905763013,0.8655344196152525
22,0.26088885869830847,0.025167025247355923,1.404130458831787,0.1720693288370967,0.00846302675199695,0.0673521242570132,0.9254310344827587,0.8934877456621451,0.6056257585492968,0.8548910341683679
23,0.20047064404934645,0.012727277797239367,1.2738707065582275,0.10258538462221622,0.006871251316624694,0.07002227264456451,0.923706896551724,0.8864425648587728,0.6017943409247756,0.8504093300662905
24,0.19751522690057755,0.012638090847758576,1.1591885089874268,0.11941937264055014,0.007551708025857806,0.06983084720559418,0.9219827586206897,0.8853293411640355,0.6055525108594163,0.854987491606136
25,0.19765213504433632,0.01374853438755963,1.055011510848999,0.13987762108445168,0.006278149550780654,0.06580192595720291,0.9172413793103449,0.8626113200860317,0.583309052059052,0.8502475353392784
26,0.19582653976976871,0.02978055737185059,0.9180883169174194,0.13181849708780646,0.0058401503338245675,0.06575851771049201,0.9206896551724137,0.8829487351182459,0.6813067784765897,0.8724722558805994
27,0.15004441421478987,0.015512257130467333,0.7214499711990356,0.10914710978977382,0.005286979168886319,0.062275073723867536,0.9081896551724139,0.8255451786464045,0.5737468671679197,0.8251500310409049
28,0.16178930597379804,0.029552032036008313,0.6322163343429565,0.12074734549969435,0.005711145175155252,0.06928623048588634,0.9189655172413793,0.822943224854617,0.6555781391147245,0.8651351284155043
29,0.10280377650633454,0.010171520381845767,0.43880999088287354,0.08265543100424111,0.004303499001252931,0.061324915615841746,0.9193965517241379,0.794898237172188,0.670679012345679,0.8731226639483521
30,0.08065752545371652,0.0038880853535374627,0.2798353433609009,0.08176294132135808,0.004475388763239607,0.06561817321926355,0.9137931034482758,0.8251344739662058,0.6188578329882678,0.861484035177693
